Married,Years_Together,First_Together,End_Year,Religious_Attendance,Interracial_Couple,Age_Diff,Age,P_Age,Education,P_Education,Gender,Household_Income,Ethnicity,P_Ethnicity,Politics,P_Politics,White ,Black or African American ,American Indian or Alaska Native ,Asian Indian ,Chinese ,Filipino ,Japanese ,Korean ,Vietnamese ,Other Asian ,Hawaiian ,Guamanian ,Samoan ,Other Pacific Islander ,Some other race ,R_cowork,R_friend,R_family,R_sig_other,R_neighbor,P_cowork,P_friend,P_family,P_sig_other,P_neighbor,btwn_I_cowork,btwn_I_friend,btwn_I_family,btwn_I_sig_other,btwn_I_neighbor,school,college,mil,church,vol_org,customer,bar_restaurant,party,internet_other,internet_dating,internet_soc_network,internet_game,internet_chat,internet_org,public,blind_date,vacation,single_serve_nonint,business_trip,work_neighbors,met_online
"Yes, I am Married",6.0,2011.0,,A few times a year,no,5.0,25,30.0,High school,HS graduate or GED,Female,"$50,000 to $59,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",23.0,1965.0,1988.0,Once a week,yes,4.0,71,75.0,Bachelor's degree or higher,Bachelors degree,Female,"$100,000 to $124,999","White, Non-Hispanic",Other (please specify),Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",30.0,1987.0,,Never,yes,9.0,61,52.0,Less than high school,"Some college, no degree",Female,"$50,000 to $59,999",Hispanic,Other (please specify),Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",35.0,1982.0,,Once a year or less,no,1.0,61,60.0,Bachelor's degree or higher,Professional or Doctorate degree,Female,"$150,000 to $174,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",38.0,1979.0,,A few times a year,no,2.0,69,71.0,Some college,HS graduate or GED,Male,"$75,000 to $84,999","White, Non-Hispanic",White,Strong Republican,Not Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",56.0,1961.0,,Once a year or less,no,1.0,74,73.0,Bachelor's degree or higher,Bachelors degree,Male,"$150,000 to $174,999","Other, Non-Hispanic",Asian or Pacific Islander,Leans Democrat,Undecided/Independent/Other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",5.0,2012.0,,Once a week,no,0.0,24,24.0,Some college,"Some college, no degree",Male,"$50,000 to $59,999","White, Non-Hispanic",White,Not Strong Democrat,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",22.0,1995.0,,Never,no,1.0,48,49.0,Bachelor's degree or higher,Bachelors degree,Male,"$150,000 to $174,999","White, Non-Hispanic",White,Leans Republican,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",49.0,1968.0,,Never,no,3.0,68,71.0,High school,HS graduate or GED,Female,"$75,000 to $84,999","White, Non-Hispanic",White,Leans Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",48.0,1969.0,,Once a year or less,no,1.0,64,65.0,Some college,HS graduate or GED,Male,"$125,000 to $149,999","White, Non-Hispanic",White,Leans Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",17.0,2000.0,,Never,no,2.0,35,37.0,High school,HS graduate or GED,Female,"$100,000 to $124,999","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",13.0,2004.0,,Never,no,13.0,69,56.0,High school,12th grade no diploma,Male,"$30,000 to $34,999","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"No, I am not Married",8.0,2009.0,,Once a year or less,no,2.0,27,29.0,Some college,Bachelors degree,Female,"$125,000 to $149,999",Hispanic,White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",42.0,1975.0,,A few times a year,no,2.0,64,62.0,Bachelor's degree or higher,Bachelors degree,Male,"$50,000 to $59,999",Hispanic,White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",23.0,1994.0,,Never,no,3.0,55,58.0,High school,HS graduate or GED,Female,"$85,000 to $99,999","White, Non-Hispanic",White,Not Strong Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",17.0,2000.0,,Once or twice a month,no,2.0,43,45.0,Some college,HS graduate or GED,Female,"$40,000 to $49,999","White, Non-Hispanic",White,Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",14.0,2003.0,,Never,no,1.0,44,43.0,Some college,Masters degree,Male,"$125,000 to $149,999",Hispanic,White,Not Strong Democrat,Not Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",52.0,1965.0,,Once a week,no,0.0,71,71.0,Less than high school,11th grade,Male,"$15,000 to $19,999","White, Non-Hispanic",White,Strong Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",4.0,2013.0,,Never,no,10.0,40,50.0,High school,"Some college, no degree",Female,"$85,000 to $99,999","White, Non-Hispanic",White,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",44.0,1973.0,,Once a year or less,no,5.0,66,71.0,Some college,12th grade no diploma,Female,"$75,000 to $84,999","White, Non-Hispanic",White,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",50.0,1967.0,,Once a week,no,1.0,67,68.0,Bachelor's degree or higher,"Some college, no degree",Male,"$250,000 or more","White, Non-Hispanic",White,Strong Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",16.0,2001.0,,More than once a week,no,0.0,36,36.0,Bachelor's degree or higher,Masters degree,Male,"$60,000 to $74,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",48.0,1969.0,,A few times a year,no,4.0,65,61.0,Some college,"Some college, no degree",Male,"$35,000 to $39,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",55.0,1962.0,,Once a year or less,no,3.0,75,72.0,Bachelor's degree or higher,Masters degree,Male,"$100,000 to $124,999","White, Non-Hispanic",White,Not Strong Democrat,Not Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",25.0,1992.0,,Once a week,no,3.0,43,46.0,Bachelor's degree or higher,Bachelors degree,Female,"$125,000 to $149,999","White, Non-Hispanic",White,Strong Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
"Yes, I am Married",14.0,2003.0,,Once a year or less,no,1.0,43,42.0,Bachelor's degree or higher,Bachelors degree,Female,"$85,000 to $99,999","Black, Non-Hispanic",Black or African American,Not Strong Democrat,Undecided/Independent/Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",41.0,1976.0,,A few times a year,yes,1.0,42,43.0,Bachelor's degree or higher,Bachelors degree,Male,"$250,000 or more","Black, Non-Hispanic",Asian or Pacific Islander,Leans Democrat,Not Strong Democrat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",1.0,2016.0,,Never,yes,10.0,56,46.0,Less than high school,"Some college, no degree",Female,"Less than $5,000",Hispanic,White,Leans Democrat,Undecided/Independent/Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"No, I am not Married",0.0,2017.0,,Never,yes,3.0,29,26.0,Some college,"Some college, no degree",Male,"$60,000 to $74,999",Hispanic,White,Not Strong Democrat,Strong Democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
"No, I am not Married",7.0,2010.0,,Never,no,9.0,46,37.0,Some college,Masters degree,Female,"$35,000 to $39,999","White, Non-Hispanic",White,Strong Democrat,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",43.0,1974.0,,A few times a year,no,1.0,68,69.0,Bachelor's degree or higher,Bachelors degree,Female,"$20,000 to $24,999","White, Non-Hispanic",White,Strong Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"No, I am not Married",7.0,2010.0,,Never,yes,27.0,54,27.0,Some college,"Some college, no degree",Male,"$85,000 to $99,999","2+ Races, Non-Hispanic",Black or African American,Leans Democrat,Strong Democrat,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",52.0,1965.0,,Once a year or less,no,0.0,68,68.0,High school,Bachelors degree,Male,"$30,000 to $34,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",23.0,1992.0,2015.0,A few times a year,no,4.0,66,70.0,High school,HS graduate or GED,Female,"$60,000 to $74,999","White, Non-Hispanic",White,Leans Democrat,Not Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",30.0,1987.0,,More than once a week,no,2.0,82,80.0,Bachelor's degree or higher,"Some college, no degree",Male,"$200,000 to $249,999","White, Non-Hispanic",White,Leans Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
"Yes, I am Married",56.0,1961.0,,Once a year or less,no,10.0,82,72.0,Less than high school,Associate degree,Male,"$75,000 to $84,999","Black, Non-Hispanic",Black or African American,Leans Democrat,Leans Democrat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",16.0,2001.0,,Never,no,1.0,46,45.0,Bachelor's degree or higher,Bachelors degree,Male,"$85,000 to $99,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",14.0,2003.0,,Never,no,4.0,43,47.0,Bachelor's degree or higher,Bachelors degree,Female,"$200,000 to $249,999","White, Non-Hispanic",White,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",10.0,2007.0,,Once a year or less,no,1.0,28,29.0,Bachelor's degree or higher,Masters degree,Female,"$50,000 to $59,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",59.0,1958.0,,Once a week,no,0.0,75,75.0,Some college,12th grade no diploma,Male,"$35,000 to $39,999","White, Non-Hispanic",White,Leans Democrat,Not Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",45.0,1972.0,,Once a week,no,0.0,62,62.0,High school,HS graduate or GED,Male,"$25,000 to $29,999","White, Non-Hispanic",White,Undecided/Independent/Other,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",35.0,1982.0,,Once a week,no,5.0,69,64.0,High school,"Some college, no degree",Female,"$40,000 to $49,999","White, Non-Hispanic",White,Not Strong Democrat,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",42.0,1975.0,,A few times a year,no,4.0,63,59.0,High school,HS graduate or GED,Male,"$50,000 to $59,999","White, Non-Hispanic",White,Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
"Yes, I am Married",11.0,2006.0,,A few times a year,no,10.0,38,48.0,Some college,Bachelors degree,Male,"$85,000 to $99,999","Black, Non-Hispanic",Black or African American,Strong Democrat,Leans Democrat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",26.0,1991.0,,Once a week,no,7.0,58,65.0,High school,HS graduate or GED,Female,"$100,000 to $124,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",26.0,1991.0,,Once or twice a month,no,9.0,55,64.0,Bachelor's degree or higher,Bachelors degree,Female,"$200,000 to $249,999","White, Non-Hispanic",White,Leans Democrat,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",52.0,1965.0,,Never,no,1.0,69,70.0,Bachelor's degree or higher,Professional or Doctorate degree,Male,"$100,000 to $124,999","White, Non-Hispanic",White,Not Strong Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",42.0,1975.0,,Once a week,no,14.0,76,62.0,High school,12th grade no diploma,Male,"$35,000 to $39,999",Hispanic,White,Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",5.0,2012.0,,Once a week,no,1.0,24,25.0,Bachelor's degree or higher,Associate degree,Female,"$75,000 to $84,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",45.0,1972.0,,More than once a week,no,6.0,47,53.0,Some college,HS graduate or GED,Female,"$20,000 to $24,999","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes
"No, I am not Married",7.0,2010.0,,Never,no,4.0,26,30.0,Bachelor's degree or higher,HS graduate or GED,Female,"$35,000 to $39,999","White, Non-Hispanic",White,Strong Democrat,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",35.0,1968.0,2003.0,A few times a year,no,2.0,71,73.0,High school,Bachelors degree,Female,"$75,000 to $84,999","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",12.0,2005.0,,Once a year or less,no,0.0,34,34.0,Some college,Masters degree,Male,"$125,000 to $149,999","White, Non-Hispanic",White,Not Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes
"Yes, I am Married",41.0,1976.0,,Once a week,no,4.0,64,68.0,Bachelor's degree or higher,"Some college, no degree",Male,"$85,000 to $99,999","White, Non-Hispanic",White,Leans Republican,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",13.0,2004.0,,Once a year or less,no,10.0,38,48.0,High school,"Some college, no degree",Female,"$50,000 to $59,999","Black, Non-Hispanic",Black or African American,Strong Democrat,Leans Democrat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",6.0,2011.0,,Never,no,24.0,66,42.0,Bachelor's degree or higher,Professional or Doctorate degree,Female,"$125,000 to $149,999","White, Non-Hispanic",White,Leans Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no
"No, I am not Married",22.0,1981.0,2003.0,Once a week,no,3.0,61,64.0,Bachelor's degree or higher,Bachelors degree,Female,"$50,000 to $59,999","White, Non-Hispanic",White,Strong Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",41.0,1976.0,,Once a week,no,7.0,58,65.0,High school,HS graduate or GED,Female,"$60,000 to $74,999",Hispanic,White,Not Strong Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
"Yes, I am Married",42.0,1975.0,,Once a year or less,no,1.0,56,57.0,Bachelor's degree or higher,Associate degree,Male,"$85,000 to $99,999","White, Non-Hispanic",White,Leans Republican,Leans Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",0.0,2017.0,,Never,no,18.0,30,48.0,Some college,"Some college, no degree",Female,"$5,000 to $7,499","White, Non-Hispanic",White,Not Strong Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
"No, I am not Married",3.0,2014.0,,More than once a week,no,30.0,67,37.0,High school,HS graduate or GED,Male,"$50,000 to $59,999","Black, Non-Hispanic",Black or African American,Strong Democrat,Leans Democrat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
"Yes, I am Married",9.0,2008.0,,Once or twice a month,yes,2.0,28,30.0,High school,HS graduate or GED,Female,"$60,000 to $74,999","White, Non-Hispanic",Other (please specify),Leans Democrat,Undecided/Independent/Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",40.0,1977.0,,Once a year or less,no,3.0,56,59.0,Some college,"Some college, no degree",Female,"$150,000 to $174,999","White, Non-Hispanic",White,Strong Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",16.0,2001.0,,Once a week,no,6.0,58,64.0,Bachelor's degree or higher,"Some college, no degree",Female,"$250,000 or more","White, Non-Hispanic",White,Strong Republican,Strong Republican,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",18.0,1999.0,,A few times a year,no,10.0,40,50.0,Less than high school,"Some college, no degree",Female,"$60,000 to $74,999","White, Non-Hispanic",White,Leans Democrat,Leans Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
"No, I am not Married",26.0,1991.0,,Never,no,3.0,53,50.0,Bachelor's degree or higher,"Some college, no degree",Male,"$50,000 to $59,999","Black, Non-Hispanic",Black or African American,Leans Democrat,Undecided/Independent/Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
"Yes, I am Married",20.0,1997.0,,Never,no,1.0,49,48.0,High school,Masters degree,Male,"$150,000 to $174,999","White, Non-Hispanic",White,Leans Democrat,Strong Democrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
